id,source_category,text
390,/boards/forums/stigma.54/,"Inka said: I heard about the risk of Euglycaemic Ketoacidosis on this forum @AleGna68 . I think @Lucyr had it. This is copied and pasted from Google AI : “Combining a keto diet with empagliflozin is not recommended because it significantly increases the risk of a serious condition called euglycemic diabetic ketoacidosis (euDKA) . Keto diets are a low-carbohydrate intake, while empagliflozin is an SGLT2 inhibitor . Together, they can disrupt the body's energy metabolism, leading to a dangerous build-up of ketones even when blood glucose levels are not extremely high. Patients should always consult their healthcare provider before starting a keto diet while taking this medication. Risks of combining keto with empagliflozin Increased risk of euDKA : The combination of very low carbohydrate intake and empagliflozin can lead to the dangerous condition of euglycemic diabetic ketoacidosis (euDKA), where there are high levels of ketones in the blood despite normal or only slightly elevated blood glucose levels. Serious side effect : Ketoacidosis is a serious medical emergency that requires immediate medical attention. Need for medical supervision : Patients on empagliflozin should not start a keto diet without discussing it with their doctor, and they should inform their healthcare team of any major dietary changes, such as starting a keto diet or fasting. Safer dietary approach Moderate carbohydrate diet : The safest dietary option while taking empagliflozin is a moderate carbohydrate diet (around 130–225g per day). Follow doctor's advice : It is crucial to follow the advice of a healthcare provider regarding diet and medication management to avoid potential complications.” Click to expand... Well the person I relied on was my diabetes nurse who is well qualified and knowledgeable to a point. As I’ve said, I had had a course run by the diabetesUK around covid time, it was via zoom. I still have the book. But asking GP when often they don’t know as much as a dedicated diabetes nurse ‍♀️  Many don’t get the basics."
391,/boards/forums/stigma.54/,"AleGna68 said: This was not on my ‘wants’ as you put it. Without printing the full complaint - the place was saying that I’d have to pay an extra £10 per day on top of a considerable fee for ‘plain foods’, foods that had been in supply in previous years BUT they made exceptions for Vegetarian, vegan, gluten free etc, they had not to pay anything extra…… AND The EASS agreed with my issue! How hard is that to understand, this is a governmental body and it took my issues seriously and agreed. I believe they treated my issues fairly and correctly. I was already paying a considerable sum for the week which included full board, you just could not go out and cater for yourself, the place was in an area that had very little services and there was no appropriate shop. Surely all this arguing is counter productive to getting the consideration that all diabetics need to have their needs considered and assisted ‍♀️ Click to expand... I specifically used the want as that is what you used in your own post.  I didn't make it up. What are the EASS's next steps following your complaint? My argument is that surely your primary concern in remaining medically safe, yet you expect everyone else to have the actions. Anyway, I'll save you any further replies.  I'm out of this one"
392,/boards/forums/stigma.54/,"AleGna68 said: TILL one night BG gone so low I was frighted to go to bed……. I had a lady who took me to get some foods Click to expand... AleGna68 said: The lady who helped me on the week was very well aware of diabetes care, her job was a senior in her area authority. I was not wanting her to fuss, but she was very insistent in taking me to the shop to get foods. She would not take no… Click to expand... Well if you told someone experienced in diabetes that your blood sugar had gone so low that you were frightened to go to bed then of course they won’t take no for an answer. In reality your bg was perfectly safe at 5, you aren’t at risk of hypos so it’s perfectly safe to go to bed with bg 5, and said you had jelly babies with you so you could have eaten one."
393,/boards/forums/stigma.54/,"Without printing the full complaint - the place was saying that I’d have to pay an extra £10 per day on top of a considerable fee for ‘plain foods’, foods that had been in supply in previous years BUT they made exceptions for Vegetarian, vegan, gluten free etc, they had not to pay anything extra…… That depends what ‘plain foods’ you asked for exactly. If there’s an extra cost, they’re allowed to charge extra to cover it. A common example of this is gluten free food items, say in a bakery or pizza place - because gluten free bread, flour, etc is more expensive than normal ones. That’s not discrimination. The price of food has gone up hugely. You’ve said the food was lower quality than in previous years, and that could be a cost thing. If you then ask for food of the same quality/amount/type as previously, then I presume that would cost them more and they’d pass that cost on to you."
394,/boards/forums/stigma.54/,"Inka said: That depends what ‘plain foods’ you asked for exactly. If there’s an extra cost, they’re allowed to charge extra to cover it. A common example of this is gluten free food items, say in a bakery or pizza place - because gluten free bread, flour, etc is more expensive than normal ones. That’s not discrimination. Click to expand... Same for dairy free milk in some coffee shops, sometimes it can be an extra 30p ish"
395,/boards/forums/stigma.54/,"Lucyr said: Same for dairy free milk in some coffee shops, sometimes it can be an extra 30p ish Click to expand... Dairy free I can understand, there’d be a process involved but plain cooked chicken or other meat ‍♀️ Plain cheese, fish ‍♀️ Basically majority of the food provided is highly processed."
396,/boards/forums/stigma.54/,"AleGna68 said: Dairy free I can understand, there’d be a process involved but plain cooked chicken or other meat ‍♀️ Plain cheese, fish ‍♀️ Basically majority of the food provided is highly processed. Click to expand... But a chicken breast would cost more than cheap mince and potatoes or whatever you were offered, and your meal would have to be prepared separately. You can’t expect everyone else to eat ‘highly processed’, ‘low quality’ food while you have chicken and other meats. You seem fixated on protein to keep your blood sugar at a level you feel comfortable with, but it’s carbs that keep your blood sugar up. More than that, extra/better protein isn’t a requirement of diabetes. People can be discriminated against because they have diabetes - usually in employment - but not being given exactly what you choose to eat isn’t discrimination."
397,/boards/forums/stigma.54/,"Inka said: Without printing the full complaint - the place was saying that I’d have to pay an extra £10 per day on top of a considerable fee for ‘plain foods’, foods that had been in supply in previous years BUT they made exceptions for Vegetarian, vegan, gluten free etc, they had not to pay anything extra…… That depends what ‘plain foods’ you asked for exactly. If there’s an extra cost, they’re allowed to charge extra to cover it. A common example of this is gluten free food items, say in a bakery or pizza place - because gluten free bread, flour, etc is more expensive than normal ones. That’s not discrimination. The price of food has gone up hugely. You’ve said the food was lower quality than in previous years, and that could be a cost thing. If you then ask for food of the same quality/amount/type as previously, then I presume that would cost them more and they’d pass that cost on to you. Click to expand... I said they ‘used’ to have lot of plain unprocessed meat, salad options with cold meats or cheese, tuna, eggs, that was severely reduced. Forget any desserts as they provided only one cooked dessert, no fresh fruit or cheese. All the possible choices I may have had. All down to providing the minimum and minimum costs and bearing in mind it was beginning of last year when things were possibly not as expensive. IF foods were so expensive then they should have increased the cost of the overall course for everyone."
398,/boards/forums/stigma.54/,"AleGna68 said: I said they ‘used’ to have lot of plain unprocessed meat, salad options with cold meats or cheese, tuna, eggs, that was severely reduced. Forget any desserts as they provided only one cooked dessert, no fresh fruit or cheese. All the possible choices I may have had. All down to providing the minimum and minimum costs and bearing in mind it was beginning of last year when things were possibly not as expensive. IF foods were so expensive then they should have increased the cost of the overall course for everyone. Click to expand... But food has gone up in price over two or three years. Yes, they could have provided their previous better quality foods and charged more, but maybe others wouldn’t have been happy about that or couldn’t have afforded it. Theoretically, they could provide both and let people choose which package to have : lower price, lower quality food; or higher price, better food. However, in practice this would probably cause ill feeling and also be hard to police."
399,/boards/forums/stigma.54/,"AleGna68 said: I said they ‘used’ to have lot of plain unprocessed meat, salad options with cold meats or cheese, tuna, eggs, that was severely reduced. Forget any desserts as they provided only one cooked dessert, no fresh fruit or cheese. All the possible choices I may have had. All down to providing the minimum and minimum costs and bearing in mind it was beginning of last year when things were possibly not as expensive. IF foods were so expensive then they should have increased the cost of the overall course for everyone. Click to expand... Are you going on the course by choice or are you required to by an employer if so then you could complain to them about the poor standard of meals. If they are of such poor quality what do the other on the course feel about them. How many people are they catering for."
400,/boards/forums/stigma.54/,"AleGna68 said: Dairy free I can understand, there’d be a process involved but plain cooked chicken or other meat ‍♀️ Plain cheese, fish ‍♀️ Basically majority of the food provided is highly processed. Click to expand... What about the additional chef time for preparing your seperate meal, the higher cost of ingredients as not bulk buying the foods for your seperate meals?"
401,/boards/forums/stigma.54/,"Leadinglights said: Are you going on the course by choice or are you required to by an employer if so then you could complain to them about the poor standard of meals. If they are of such poor quality what do the other on the course feel about them. How many people are they catering for. Click to expand... It is a voluntary course funded by myself and not cheap. This is a similar course to another I had been attending for some years but this is in a conference centre were as the previous venue wasn’t. The conference centre is used by various other groups. There were others on this course with the same issues, T2 diabetic needing low carb reasonable choice to choose from. I wonder if they had to up their drugs to cope. I know as they said to me but, they said nothing to management ‍♀️ a huge thing about the saga IS, they said that they would cater for me as they had been told I needed a low carb diet!!"
402,/boards/forums/stigma.54/,"Lucyr said: What about the additional chef time for preparing your seperate meal, the higher cost of ingredients as not bulk buying the foods for your seperate meals? Click to expand... What about meals for the vegetarian and vegans, gluten frees?"
403,/boards/forums/stigma.54/,"AleGna68 said: It is a voluntary course funded by myself and not cheap. This is a similar course to another I had been attending for some years but this is in a conference centre were as the previous venue wasn’t. The conference centre is used by various other groups. There were others on this course with the same issues, T2 diabetic needing low carb reasonable choice to choose from. I wonder if they had to up their drugs to cope. I know as they said to me but, they said nothing to management ‍♀️ a huge thing about the saga IS, they said that they would cater for me as they had been told I needed a low carb diet!! Click to expand... Unless you had specific discussion with the catering people they may well have thought what they were providing was low enough carb as it might have been for many. Your requirement for carbs seems particularly low compared to most people who follow low carb where they would be tolerant of meals with about 30-40g carbs."
404,/boards/forums/stigma.54/,"AleGna68 said: What about meals for the vegetarian and vegans, gluten frees? Click to expand... Vegetarian and vegan meals are usually cheaper. Moreover, it seems you specified a high protein diet with extra/higher quality meat and fish. Anyone choosing a vegan meal wouldn’t be specifying what they wanted. I eat vegan meals quite often and I’m very confident the vegan meals provided by your venue with the low quality food would be nothing like I eat at home. They would, however, be vegan. If I then specified the precise type and quantities of high quality vegan food I wanted, I would expect to be refused or asked to pay a surcharge."
405,/boards/forums/stigma.54/,I’m locking this thread at the OP’s request. Thanks for all your contributions.
406,/boards/forums/stigma.54/,"So i   jyst eating something in frount of some(then again pherherps it wasn't the best idea for certain reasons) I got  variation of  ""can you eat that""  i then variation of ""yes I just need to take insulin"". I then i get ""are you sure"". I say ""yes"" ""Can you tell you the type of your diabetes"". ""Type 1"" ""But how does that effect your body"" ""It means my body doesn't make any insulin so I have to give it myself"". ""oh okay"". The oddest thing about was this was someone I used to live with who I'm  pretty sure I have spoke about mu diabetes with before  and who has offered me cake an things(perhaps she's beening hearing things between the time i moved out and now )"
407,/boards/forums/stigma.54/,Sounds like you handled it well @rayray119
408,/boards/forums/stigma.54/,Had this many times and only 3.5 years in to diagnosis! Well dealt with @rayray119
409,/boards/forums/stigma.54/,"Thanks the can you eat that  or variition of it ive had manny times this time it.was ""are you allowed to eat sugary things"" aftervadling if the thing imwad eatimg was suggery(athough need work.om things really) It was the the are you sure and the interagation thst followed(epasillply with who it was coming from) that baffled me a bit."
410,/boards/forums/stigma.54/,"rayray119 said: Thanks the can you eat that  or variition of it ive had manny times this time it.was ""are you allowed to eat sugary things"" aftervadling if the thing imwad eatimg was suggery(athough need work.om things really) It was the the are you sure and the interagation thst followed(epasillply with who it was coming from) that baffled me a bit. Click to expand... I once explained patiently to a cousin, in a cafe, why I was able to eat a pastry with my coffee, at the end of which, she said, 'well, that’s what you’ve convinced yourself anyway'"
411,/boards/forums/stigma.54/,"Robin said: I once explained patiently to a cousin, in a cafe, why I was able to eat a pastry with my coffee, at the end of which, she said, 'well, that’s what you’ve convinced yourself anyway' Click to expand... People.  It's like ""are you sure you know you're own condition"" yeah pretty sure thanks.  The ""can you tell me the type of your diabetes"" and ""But how does it affect your body"" was differently not said in more in "" i think you should put that down""   way.  Even though she had offen me cake   wiredl.."
412,/boards/forums/stigma.54/,"So i   jyst eating something in frount of some(then again pherherps it wasn't the best idea for certain reasons) I got  variation of  ""can you eat that""  i then variation of ""yes I just need to take insulin"". I then i get ""are you sure"". I say ""yes"" ""Can you tell you the type of your diabetes"". ""Type 1"" ""But how does that effect your body"" ""It means my body doesn't make any insulin so I have to give it myself"". ""oh okay"". The oddest thing about was this was someone I used to live with who I'm  pretty sure I have spoke about mu diabetes with before  and who has offered me cake an things(perhaps she's beening hearing things between the time i moved out and now )"
413,/boards/forums/stigma.54/,Sounds like you handled it well @rayray119
414,/boards/forums/stigma.54/,Had this many times and only 3.5 years in to diagnosis! Well dealt with @rayray119
415,/boards/forums/stigma.54/,"Thanks the can you eat that  or variition of it ive had manny times this time it.was ""are you allowed to eat sugary things"" aftervadling if the thing imwad eatimg was suggery(athough need work.om things really) It was the the are you sure and the interagation thst followed(epasillply with who it was coming from) that baffled me a bit."
416,/boards/forums/stigma.54/,"rayray119 said: Thanks the can you eat that  or variition of it ive had manny times this time it.was ""are you allowed to eat sugary things"" aftervadling if the thing imwad eatimg was suggery(athough need work.om things really) It was the the are you sure and the interagation thst followed(epasillply with who it was coming from) that baffled me a bit. Click to expand... I once explained patiently to a cousin, in a cafe, why I was able to eat a pastry with my coffee, at the end of which, she said, 'well, that’s what you’ve convinced yourself anyway'"
417,/boards/forums/stigma.54/,"Robin said: I once explained patiently to a cousin, in a cafe, why I was able to eat a pastry with my coffee, at the end of which, she said, 'well, that’s what you’ve convinced yourself anyway' Click to expand... People.  It's like ""are you sure you know you're own condition"" yeah pretty sure thanks.  The ""can you tell me the type of your diabetes"" and ""But how does it affect your body"" was differently not said in more in "" i think you should put that down""   way.  Even though she had offen me cake   wiredl.."
418,/boards/forums/stigma.54/,"I'm watching the US medical drama New Amsterdam on Netflix at the moment, a lady in her sixties is diagnosed with diabetes after a fall at home (due to neuropathy) Not only is she immediately put on a basal bolus routine and given a bedside tutorial on how to count carbs, she's given a 10ml vial of insulin, what looks like a 10ml syringe and a needle that must be around 2 inches long!"
419,/boards/forums/stigma.54/,"Lisa65 said: I'm watching the US medical drama New Amsterdam on Netflix at the moment, a lady in her sixties is diagnosed with diabetes after a fall at home (due to neuropathy) Not only is she immediately put on a basal bolus routine and given a bedside tutorial on how to count carbs, she's given a 10ml vial of insulin, what looks like a 10ml syringe and a needle that must be around 2 inches long! Click to expand... I watched the whole of it, quite some time ago now, it was OK. I used to like House, Hugh Laurie was the most unlikely actor to play that character but it worked well."
420,/boards/forums/stigma.54/,"Lisa65 said: I'm watching the US medical drama New Amsterdam on Netflix at the moment, a lady in her sixties is diagnosed with diabetes after a fall at home (due to neuropathy) Not only is she immediately put on a basal bolus routine and given a bedside tutorial on how to count carbs, she's given a 10ml vial of insulin, what looks like a 10ml syringe and a needle that must be around 2 inches long! Click to expand... I have watched it x"
421,/boards/forums/stigma.54/,"Leadinglights said: I watched the whole of it, quite some time ago now, it was OK. I used to like House, Hugh Laurie was the most unlikely actor to play that character but it worked well. Click to expand... I loved House!"
422,/boards/forums/stigma.54/,"Ah scriptwriters! Second only to journalists for their unerring ability to get the basics of diabetes and its management relentlessly wrong! I wrote this 30 second guide many years ago, after one or other irritating journalistic faux pas! Type 1 Diabetes - a 30 second guide for busy journalists and scriptwriters I realise that journalists and scriptwriters are busy people, so I've put together this 30-second guide to Type 1 Diabetes. That's a full five seconds per bullet point and five seconds to rest at the end. www.everydayupsanddowns.co.uk"
423,/boards/forums/stigma.54/,"I'm watching the US medical drama New Amsterdam on Netflix at the moment, a lady in her sixties is diagnosed with diabetes after a fall at home (due to neuropathy) Not only is she immediately put on a basal bolus routine and given a bedside tutorial on how to count carbs, she's given a 10ml vial of insulin, what looks like a 10ml syringe and a needle that must be around 2 inches long!"
424,/boards/forums/stigma.54/,"Lisa65 said: I'm watching the US medical drama New Amsterdam on Netflix at the moment, a lady in her sixties is diagnosed with diabetes after a fall at home (due to neuropathy) Not only is she immediately put on a basal bolus routine and given a bedside tutorial on how to count carbs, she's given a 10ml vial of insulin, what looks like a 10ml syringe and a needle that must be around 2 inches long! Click to expand... I watched the whole of it, quite some time ago now, it was OK. I used to like House, Hugh Laurie was the most unlikely actor to play that character but it worked well."
425,/boards/forums/stigma.54/,"Lisa65 said: I'm watching the US medical drama New Amsterdam on Netflix at the moment, a lady in her sixties is diagnosed with diabetes after a fall at home (due to neuropathy) Not only is she immediately put on a basal bolus routine and given a bedside tutorial on how to count carbs, she's given a 10ml vial of insulin, what looks like a 10ml syringe and a needle that must be around 2 inches long! Click to expand... I have watched it x"
426,/boards/forums/stigma.54/,"Leadinglights said: I watched the whole of it, quite some time ago now, it was OK. I used to like House, Hugh Laurie was the most unlikely actor to play that character but it worked well. Click to expand... I loved House!"
427,/boards/forums/stigma.54/,"Ah scriptwriters! Second only to journalists for their unerring ability to get the basics of diabetes and its management relentlessly wrong! I wrote this 30 second guide many years ago, after one or other irritating journalistic faux pas! Type 1 Diabetes - a 30 second guide for busy journalists and scriptwriters I realise that journalists and scriptwriters are busy people, so I've put together this 30-second guide to Type 1 Diabetes. That's a full five seconds per bullet point and five seconds to rest at the end. www.everydayupsanddowns.co.uk"
428,/boards/forums/stigma.54/,"Just been thinking, anyone had any negative experiences injecting in public? Can't say i've done it that much, but no one has mistaken me for an opium fiend yet."
429,/boards/forums/stigma.54/,"yes a now ex boyfriend when out for a meal when i said i need to take my insulin said ""cant you do it in toilet people will think you are a junkie"" Needless to say that relationship was ended after that"
430,/boards/forums/stigma.54/,There is a difference between what we do & the practices regarding the public interpretation on what & where an abuser injects.
431,/boards/forums/stigma.54/,Once in France I had the needle in my abdomen and I looked over at the table next on the banquette to see a chap doing exactly the same!  We smiled at each other!  Been on a pump now for years so it is easy peasy.. just press a few buttons on a handset.
432,/boards/forums/stigma.54/,"I’ve honestly never noticed anyone else injecting at the table (apart from when eating with my T1 brother!), so I assume that no-one else has noticed me!"
433,/boards/forums/stigma.54/,Like @Satan’s little helper the only notice taken of me injecting when on MDI was from someone on the next table doing the same.  We smiled and also conferred on carbs as we had the same meal.  People rarely noticed me inject as I just did it and got on with meal.
434,/boards/forums/stigma.54/,"Just the one I remember while out with my student hall group when someone (a middle aged woman) at another table in a restaurant told me they had a needle phobia to which I responded that I had a phobia of dying and that she could always avert her eyes for 1min. I was injecting in my shoulder so it was pretty obvious, but really I was quite amused that she felt she needed to say anything at all and especially that she needed to get my attention to tell me what I was doing to offend her. I hope she enjoyed her meal"
435,/boards/forums/stigma.54/,"Not had any jip as such personally, but if I'm with people I don't know so well, will always ask if anyone is scared of needles just in case it upsets them"
436,/boards/forums/stigma.54/,"We have had some members very occasionally report negative reactions in public places, but it seems to be horrified looks rather than anything more significant (or people simply being worried about a negative reaction, rather than actually experiencing one). I *think* there may have been one or two cases of workplaces mking a fuss, and having to be made aware of the Equality Act. Forum members always counsel those newly diagnosed to simply discretely inject where they are, and never being made to feel like they have to go somewhere else (and certainly not into a toilet!). There are a few more dramatic cases in the media from time to time, which are usually reported with varying degrees of terrible and/or hilarious errors/inaccuracies “blah has to inject with an epipen to prevent glucose levels going too low after food” etc etc."
437,/boards/forums/stigma.54/,"That’s one advantage of being on a pump, people don’t know what you are doing!"
438,/boards/forums/stigma.54/,"I think there is a huge difference between injecting in public and injecting publicly. I sat opposite a colleague for years, injecting at my desk and he didn't know I had diabetes because I didn't make a scene when injecting. No one has ever given me jip although there are times when I have to be careful such as injecting near boisterous kids who may knock my pen, or when wearing a dress, I couldn't inject discretely."
439,/boards/forums/stigma.54/,"Never had any negative experiences.  Like others I don’t make a fuss of it and inject discretely at the restaurant (or wherever) table.  Only ever had a comment “Oh, you’re diabetic?” from someone at the same table when in a group of friends.  I have never felt forced to go into the toilet to inject and would never entertain doing so."
440,/boards/forums/stigma.54/,"helli said: No one has ever given me jip although there are times when I have to be careful such as injecting near boisterous kids who may knock my pen, or when wearing a dress, I couldn't inject discretely. Click to expand... A couple of times at things like work events that have been standing up nibbling and drinking type things I’ve just said to someone could you stand there a minute and not move, to create a barrier to do my jab without worrying about being knocked etc. no one ever minds doing that for me."
441,/boards/forums/stigma.54/,"I only had to inject for about eight months after my diagnosis. While out and about I would inject in my tum and it was easy to be discreet. I also had a nice case for my pens and finger prick testing stuff, I don't expect that your average junkie is so well organised. This thread suggests that people are both better informed and less judgmental than everyone was assuming."
442,/boards/forums/stigma.54/,I got hassle in a restaurant once I got the novorapid out and a needle and put it on the table.  Idiot on next table called me a bleeping junkie. So I just discretely did my bolus through my shirt (not going to argue its a no no) and put the kit away.  Idiot complained to a waiter he got the manager and idiot asked to leave.  Manager has a type 1 chef so understood.  Once on a train I did a bolus and explained it is a hormone not drugs he was OK after.
443,/boards/forums/stigma.54/,Tezzz said: I got hassle in a restaurant once I got the novorapid out and a needle and put it on the table.  Idiot on next table called me a bleeping junkie. So I just discretely did my bolus through my shirt (not going to argue its a no no) and put the kit away.  Idiot complained to a waiter he got the manager and idiot asked to leave.  Manager has a type 1 chef so understood.  Once on a train I did a bolus and explained it is a hormone not drugs he was OK after. Click to expand... Sorry you experienced that incident.  Most people don’t even notice us injecting (and yes I suspect a lot of us have gone through tights/shirts/… when we have no access to bare flesh).
444,/boards/forums/stigma.54/,"That's so bad . I was at a company dinner, discreetly and quickly injected into my thigh when I noticed the woman on the next seat was staring and announced that I had made her feel very queasy.  I ended up apologising when I really wanted to say 'you shouldn't have been watching me!'"
445,/boards/forums/stigma.54/,I've never had any bother injecting in public and this is after 58 years. I suppose the most unlikely place is injecting just over the finish line at Parkrun! To explain. I can start at less than 5 and 5k and 23 minutes later it can be as high as 13 and going up rapidly.
446,/boards/forums/stigma.54/,I had a problem once in a cafe.  Very irritating woman who shouted “do you have to do that at the table?”.  Very easily fixed I simply said yes and carried on.  She continued to make a fuss for a bit then ran out of steam.  Not a single other issue in 11 years. I do have a friend who feels like she has to mention the word insulin a lot.  I think she’s scared someone will think I’m a junkie.  Makes me chuckle mostly. If I’m ever worried that there might be a needle phobe at the table I generally announce that an injection is about to happen so now is the time to look away.  Then I sound the all clear when it’s done (I have a needle phobe in my close circle of friends).
447,/boards/forums/stigma.54/,"I know my dad is squeamish about seeing the injections (I can't blame him, I used to be the same), so sometimes if there is not much to block the view I warn him in case he wants to look away. A couple of times when we have been eating out he's made some comment and said it's not about him, but it may bother other people I point out I don't care if they see me, and generally,  no one is even looking. Love my dad but that's a little thing that irritates me. I never had any issues with strangers. One time I was having dinner with friends of a friend and started doing my injection as discreetly as I could. The girl sitting by my side realised and said out loud ""wow, you are just injecting, you didn't say nothing!"" (not in a complain or judgy tone but more as a surprise) and the girl on the other side ""ooh, I didn't even realise!"". I was like ""well, yeah, I didn't mean to bring attention to it "". Obviously all the table was aware after that!"
448,/boards/forums/stigma.54/,"When my daughter had just been diagnosed, a friend came to visit her while she was still in hospital. It just happened to be dinner time, the friend watched me give daughter an injection and then said “ooh I don’t know how you can do that!”.  Um, well, I don’t have much choice do I, she’d be dead without it, when faced with that as the only option you’ve just got to get on with it and you find that you can cope pretty quickly!"
449,/boards/forums/stigma.54/,"Sally71 said: Um, well, I don’t have much choice do I, she’d be dead without it, when faced with that as the only option you’ve just got to get on with it and you find that you can cope pretty quickly! Click to expand... Yeah, same with injecting yourself! I used to think I wouldn't be able to because I couldn't even look when I saw an injection on TV. Turns out you can when the alternative is...you know. And I had been unwell for months, I was glad to have an effective treatment, intimidating as it was!"
450,/boards/forums/stigma.54/,"I still don't like people giving me an injection though or especially having blood drawn, perhaps it's a control thing! Tho thinking about it, I'd not be keen on drawing my own blood either!"
451,/boards/forums/stigma.54/,"SimonP said: I still don't like people giving me an injection though or especially having blood drawn, perhaps it's a control thing! Tho thinking about it, I'd not be keen on drawing my own blood either! Click to expand... Oh, I keep looking away when I get bloods taken. One of the last times I thought, I'm more used to it now, maybe I can watch. Nope I am less anxious about the blood appointments nowadays, at least."
452,/boards/forums/stigma.54/,"Still amuses me when anyone taking my bloods says “are you ok with needles?” Er, I don’t have a lot of choice!"
453,/boards/forums/stigma.54/,"I wouldn't say I ""mind"" having blood taken or an injection but I prefer not to look. There is something very disconcerting to see a needle hanging out of my arm. I am partaking in a vaccine trial at the moment. Next week, I need to go to the clinic for two vaccine injections (one in each arm) and a blood draw. I will be looking directly forward for all of these."
454,/boards/forums/stigma.54/,"I inject in my abdomen in restaurants, pulling down waistband or pulling up skirt. it’s kind of under the table, and I do it quickly so I don’t think anyone’s noticed. I would certainly tell anyone who had a go at me, where to go!"
455,/boards/forums/stigma.54/,I hate giving blood.....hate having a needle stuck in my arm or back of my hand.....have to look the other way And yet i have no problem with accupunture......and on friday im getting a tattoo done thats going to take 4 hours and i cant wait! Go figure I have a little side story..........im type 2 so dont need to inject but years ago we had a cat who became diabetic........i had to be trained to give her injections twice a day.....wife said she just couldnt do it so left the job to me........first time i gave her a jab i cried my eyes out thro fear that i had hurt her or done it wrong.....she was the Special Little Cat that turned me into a catdad ..shes the kitty in my current avatar...didnt take long and she would come to me when it was time and sit as good as gold til i did the jab so she must have known it did her good......miss her even after all these years........but i think id have no problem injecting myself if i had to cos of this experience.....wouldnt like it but i could do it
456,/boards/forums/stigma.54/,"Elenka_HM said: I know my dad is squeamish about seeing the injections (I can't blame him, I used to be the same), so sometimes if there is not much to block the view I warn him in case he wants to look away. A couple of times when we have been eating out he's made some comment and said it's not about him, but it may bother other people I point out I don't care if they see me, and generally,  no one is even looking. Love my dad but that's a little thing that irritates me. I never had any issues with strangers. One time I was having dinner with friends of a friend and started doing my injection as discreetly as I could. The girl sitting by my side realised and said out loud ""wow, you are just injecting, you didn't say nothing!"" (not in a complain or judgy tone but more as a surprise) and the girl on the other side ""ooh, I didn't even realise!"". I was like ""well, yeah, I didn't mean to bring attention to it "". Obviously all the table was aware after that! Click to expand..."
457,/boards/forums/stigma.54/,what tattoo are you having done @paultrose ?
458,/boards/forums/stigma.54/,"My daughter also used to find it highly amusing whenever she had to have vaccinations at school, everyone else would be making a big fuss and she was just completely un-bothered, the nurses couldn’t understand why she was so calm and were expecting her to start crying at any moment (you’d think it might occur to them that maybe this one has a medical condition that requires injections and therefore she’s used to it?) @paultrose many a time nurses have said to us that the people most likely to faint when requiring an injection are big beefy men who are absolutely covered in tattoos… maybe you don’t see the needles when you’re getting a tattoo done?  Or is it because they only go just below the skin and not in very far?"
459,/boards/forums/stigma.54/,Sally71 said: big beefy men Click to expand... I might be big but deffo not beefy My aversion to needles is from watching my late wife go thro all her treatments.....just turned me off them.....i dont go faint just dont like seeing them go in Was giving blood sample at doctors few weeks ago....the nurse commented on the cancer tattoo on my wrist and said she could never have one cos she didnt like needles......i said but you stick big needles in people all day long 5 days a week!!......she said but thats different
460,/boards/forums/stigma.54/,HayleyR said: what tattoo are you having done @paultrose ? Click to expand... Wait and see
461,/boards/forums/stigma.54/,"paultrose said: I might be big but deffo not beefy My aversion to needles is from watching my late wife go thro all her treatments.....just turned me off them.....i dont go faint just dont like seeing them go in Was giving blood sample at doctors few weeks ago....the nurse commented on the cancer tattoo on my wrist and said she could never have one cos she didnt like needles......i said but you stick big needles in people all day long 5 days a week!!......she said but thats different Click to expand... My mum used to work as a phlebotomist and was quite happy to stick huge needles into people, but was horrified when I got a tattoo!"
462,/boards/forums/stigma.54/,"Lisa65 said: My mum used to work as a phlebotomist Click to expand... Legalised vampires, the lot of them"
463,/boards/forums/stigma.54/,"paultrose said: Legalised vampires, the lot of them Click to expand... I think she secretly enjoyed inflicting pain"
464,/boards/forums/stigma.54/,Lisa65 said: I think she secretly enjoyed inflicting pain Click to expand... hehehe!
465,/boards/forums/stigma.54/,"Lisa65 said: My mum used to work as a phlebotomist and was quite happy to stick huge needles into people, but was horrified when I got a tattoo! Click to expand... That might be more to do with what it looks like rather than what you had to go through to get it.  I don’t really like tattoos, when I was young only certain types of people had them.  I realise now that they are much more fashionable than they once were, and I have developed a certain fascination for them, and there’s no doubt that some of the artwork is amazing; I still wouldn’t want it on my skin though, I think some of them are downright ugly and can create completely the wrong impression of the wearer. Or is that just me?!  And even if I did get one, I’d probably get bored of it and want to change it, which you can’t do! Apologies to those of you who do like your tattoos - each to his own, I don’t mean to offend anyone, it’s just something that I don’t particularly like.  The same as we don’t all like the same clothes, hairstyles etc."
466,/boards/forums/stigma.54/,"Sally71 said: I have developed a certain fascination for them, and there’s no doubt that some of the artwork is amazing; Click to expand... There you go then...that was 4 1/2 hours work today......subject matter has a lot of meaning for me"
467,/boards/forums/stigma.54/,That’s definitely one of the nicer ones I’ve seen!
468,/boards/forums/stigma.54/,"Lisa65 said: I'm slightly worried because I'm flying to Turkey in a couple of weeks and my insulin will be due mid flight. I've got a window seat so I guess I can just turn away from the person next to me to do it, but I'm wondering if I should mention it first, so they don't think I'm a drug addict or something? I don't really want to go to a disgusting aeroplane toilet to inject. Click to expand... Absolutely don’t need to go into toilet, and it’s easy enough to inject discreetly. And you don’t need to say anything, unless you want to."
